customer_id,customer_type,tenure_months,avg_order_value,purchase_frequency,category,days_since_last_purchase,churned,total_spend,avg_days_between_purchase,tenure_band,frequency_bucket,order_value_segment,rfm_segment
2896,New,3,106.45,2,Home & Garden,112,1,212.9,45,0-3 months,1-2,Medium,Need Attention
2897,Returning,8,171.88,3,Clothing,68,1,515.63,80,6-12 months,3-5,Medium,Big Spenders
2898,Returning,7,144.36,6,Home & Garden,2,0,866.15,35,6-12 months,6-10,Medium,Champions
2899,Returning,11,132.12,5,Sports,23,0,660.58,66,6-12 months,3-5,Medium,Champions
2900,Loyal,17,260.2,11,Books,18,0,2862.24,46.4,12-24 months,11-15,High,Champions
2901,Returning,10,203.47,6,Sports,26,0,1220.8,50,6-12 months,6-10,High,Champions
2902,Returning,10,87.06,6,Clothing,26,0,522.35,50,6-12 months,6-10,Low,Champions
2903,New,3,120.62,1,Sports,30,0,120.62,90,0-3 months,1-2,Medium,Need Attention
2904,Loyal,34,146.77,5,Clothing,17,0,733.84,204,24+ months,3-5,Medium,Champions
2905,New,2,116.33,2,Home & Garden,27,0,232.67,30,0-3 months,1-2,Medium,Potential Loyalists
2906,Returning,4,174.2,4,Electronics,10,0,696.82,30,3-6 months,3-5,Medium,Loyal Customers
2907,New,3,86.12,1,Home & Garden,76,1,86.12,90,0-3 months,1-2,Low,At Risk
2908,Loyal,20,159.26,18,Books,134,1,2866.64,33.3,12-24 months,15+,Medium,Big Spenders
2909,Returning,8,149.98,4,Clothing,17,0,599.92,60,6-12 months,3-5,Medium,Loyal Customers
2910,Returning,3,155.79,6,Home & Garden,22,0,934.76,15,0-3 months,6-10,Medium,Champions
2911,Returning,12,176.89,5,Sports,121,1,884.43,72,6-12 months,3-5,Medium,Big Spenders
2912,Loyal,33,164.34,8,Clothing,22,0,1314.72,123.8,24+ months,6-10,Medium,Champions
2913,New,3,106.6,2,Books,77,1,213.2,45,0-3 months,1-2,Medium,Need Attention
2914,New,2,51.22,2,Sports,100,1,102.44,30,0-3 months,1-2,Low,Need Attention
2915,Returning,3,214.03,6,Clothing,131,1,1284.18,15,0-3 months,6-10,High,Big Spenders
2916,New,3,104.34,1,Home & Garden,18,0,104.34,90,0-3 months,1-2,Medium,Need Attention
2917,Returning,3,124.27,3,Books,4,0,372.81,30,0-3 months,3-5,Medium,Loyal Customers
2918,Returning,4,152.31,5,Clothing,24,0,761.53,24,3-6 months,3-5,Medium,Champions
2919,New,2,93.75,1,Home & Garden,27,0,93.75,60,0-3 months,1-2,Low,Need Attention
2920,Loyal,22,218.95,17,Books,22,0,3722.13,38.8,12-24 months,15+,High,Champions
2921,Returning,5,228.08,3,Electronics,21,0,684.24,50,3-6 months,3-5,High,Loyal Customers
2922,New,1,74.82,2,Clothing,67,1,149.64,15,0-3 months,1-2,Low,Need Attention
2923,Loyal,30,242.21,10,Clothing,8,0,2422.05,90,24+ months,6-10,High,Champions
2924,New,1,90.9,2,Sports,16,0,181.81,15,0-3 months,1-2,Low,Potential Loyalists
2925,Returning,11,226.34,2,Sports,7,0,452.67,165,6-12 months,1-2,High,Potential Loyalists
2926,Returning,12,176.6,6,Electronics,122,1,1059.58,60,6-12 months,6-10,Medium,Big Spenders
2927,New,1,124.75,1,Home & Garden,83,1,124.75,30,0-3 months,1-2,Medium,At Risk
2928,Returning,6,172.95,4,Home & Garden,8,0,691.78,45,3-6 months,3-5,Medium,Loyal Customers
2929,Returning,4,169.04,2,Books,2,0,338.08,60,3-6 months,1-2,Medium,Potential Loyalists
2930,Returning,11,80.41,4,Electronics,28,0,321.63,82.5,6-12 months,3-5,Low,Loyal Customers
2931,New,3,68.04,2,Electronics,80,1,136.07,45,0-3 months,1-2,Low,Need Attention
2932,Loyal,16,211.97,11,Electronics,10,0,2331.71,43.6,12-24 months,11-15,High,Champions
2933,New,2,67.46,2,Home & Garden,15,0,134.91,30,0-3 months,1-2,Low,Potential Loyalists
2934,Returning,3,178.66,2,Home & Garden,4,0,357.33,45,0-3 months,1-2,Medium,Potential Loyalists
2935,Loyal,16,168.56,14,Books,15,0,2359.88,34.3,12-24 months,11-15,Medium,Champions
2936,Loyal,15,172.61,18,Sports,30,0,3107.01,25,12-24 months,15+,Medium,Champions
2937,New,2,55.18,1,Sports,141,1,55.18,60,0-3 months,1-2,Low,At Risk
2938,New,1,144.24,2,Sports,113,1,288.49,15,0-3 months,1-2,Medium,Need Attention
2939,Returning,9,120.23,6,Clothing,95,1,721.4,45,6-12 months,6-10,Medium,Big Spenders
2940,Returning,8,134.38,3,Clothing,19,0,403.14,80,6-12 months,3-5,Medium,Loyal Customers
2941,Returning,11,163.81,5,Clothing,19,0,819.03,66,6-12 months,3-5,Medium,Champions
2942,Returning,4,108.51,6,Home & Garden,22,0,651.06,20,3-6 months,6-10,Medium,Champions
2943,Loyal,27,237.99,7,Home & Garden,8,0,1665.91,115.7,24+ months,6-10,High,Champions
2944,Loyal,27,138.33,15,Home & Garden,17,0,2074.97,54,24+ months,11-15,Medium,Champions
2945,New,2,52.86,2,Books,146,1,105.71,30,0-3 months,1-2,Low,Need Attention
2946,New,2,123.4,1,Home & Garden,132,1,123.4,60,0-3 months,1-2,Medium,At Risk
2947,Returning,5,161.19,4,Home & Garden,12,0,644.76,37.5,3-6 months,3-5,Medium,Loyal Customers
2948,Loyal,32,276.75,16,Books,69,1,4427.96,60,24+ months,15+,High,Big Spenders
2949,New,2,129.47,2,Books,8,0,258.94,30,0-3 months,1-2,Medium,Potential Loyalists
2950,Loyal,33,301.51,10,Home & Garden,6,0,3015.11,99,24+ months,6-10,Premium,Champions
2951,New,1,95.56,1,Books,6,0,95.56,30,0-3 months,1-2,Low,Need Attention
2952,New,2,127.21,2,Home & Garden,117,1,254.42,30,0-3 months,1-2,Medium,Need Attention
2953,New,1,69.05,1,Home & Garden,26,0,69.05,30,0-3 months,1-2,Low,Need Attention
2954,Returning,4,86.61,2,Books,6,0,173.22,60,3-6 months,1-2,Low,Potential Loyalists
2955,Returning,4,179.93,3,Home & Garden,28,0,539.78,40,3-6 months,3-5,Medium,Loyal Customers
2956,New,3,89.01,2,Clothing,14,0,178.02,45,0-3 months,1-2,Low,Potential Loyalists
2957,Loyal,16,229.85,16,Home & Garden,3,0,3677.59,30,12-24 months,15+,High,Champions
2958,Loyal,32,215.38,17,Clothing,5,0,3661.44,56.5,24+ months,15+,High,Champions
2959,Loyal,12,221.28,7,Electronics,30,0,1548.95,51.4,6-12 months,6-10,High,Champions
2960,New,1,147.11,1,Electronics,28,0,147.11,30,0-3 months,1-2,Medium,Need Attention
2961,New,2,70.43,1,Sports,9,0,70.43,60,0-3 months,1-2,Low,Need Attention
2962,New,1,103.93,2,Books,97,1,207.87,15,0-3 months,1-2,Medium,Need Attention
2963,Returning,12,126.44,5,Sports,119,1,632.19,72,6-12 months,3-5,Medium,Big Spenders
2964,New,3,134.83,2,Home & Garden,10,0,269.67,45,0-3 months,1-2,Medium,Potential Loyalists
2965,New,2,98.9,1,Clothing,23,0,98.9,60,0-3 months,1-2,Low,Need Attention
2966,Returning,10,164.71,6,Home & Garden,10,0,988.28,50,6-12 months,6-10,Medium,Champions
2967,New,2,90.91,2,Electronics,9,0,181.81,30,0-3 months,1-2,Low,Potential Loyalists
2968,Returning,7,133.29,3,Sports,1,0,399.86,70,6-12 months,3-5,Medium,Loyal Customers
2969,New,2,123.66,1,Sports,27,0,123.66,60,0-3 months,1-2,Medium,Need Attention
2970,Returning,10,212.97,3,Home & Garden,5,0,638.91,100,6-12 months,3-5,High,Loyal Customers
2971,New,2,63.82,1,Clothing,79,1,63.82,60,0-3 months,1-2,Low,At Risk
2972,Returning,4,203.76,4,Clothing,12,0,815.06,30,3-6 months,3-5,High,Loyal Customers
2973,New,3,78.05,1,Sports,29,0,78.05,90,0-3 months,1-2,Low,Need Attention
2974,New,2,133.78,2,Books,10,0,267.56,30,0-3 months,1-2,Medium,Potential Loyalists
2975,Loyal,28,286.05,12,Books,131,1,3432.63,70,24+ months,11-15,High,Big Spenders
2976,Loyal,15,238.25,10,Clothing,21,0,2382.49,45,12-24 months,6-10,High,Champions
2977,Returning,4,148.11,5,Sports,11,0,740.56,24,3-6 months,3-5,Medium,Champions
2978,Returning,3,192.82,4,Sports,69,1,771.26,22.5,0-3 months,3-5,Medium,Big Spenders
2979,New,1,131.86,1,Home & Garden,87,1,131.86,30,0-3 months,1-2,Medium,At Risk
2980,Returning,12,228.05,4,Electronics,85,1,912.22,90,6-12 months,3-5,High,Big Spenders
2981,Returning,7,168.59,4,Electronics,11,0,674.36,52.5,6-12 months,3-5,Medium,Loyal Customers
2982,Loyal,18,312.54,8,Home & Garden,26,0,2500.32,67.5,12-24 months,6-10,Premium,Champions
2983,Loyal,25,207.33,11,Electronics,4,0,2280.61,68.2,24+ months,11-15,High,Champions
2984,Returning,10,131.87,3,Electronics,16,0,395.6,100,6-12 months,3-5,Medium,Loyal Customers
2985,New,1,52.34,1,Books,88,1,52.34,30,0-3 months,1-2,Low,At Risk
2986,New,1,130.29,1,Electronics,27,0,130.29,30,0-3 months,1-2,Medium,Need Attention
2987,Returning,12,82.64,6,Electronics,18,0,495.85,60,6-12 months,6-10,Low,Loyal Customers
2988,New,1,50.08,2,Home & Garden,21,0,100.16,15,0-3 months,1-2,Low,Potential Loyalists
2989,New,2,58.59,2,Electronics,18,0,117.17,30,0-3 months,1-2,Low,Potential Loyalists
2990,Loyal,14,241.22,15,Sports,18,0,3618.34,28,12-24 months,11-15,High,Champions
2991,Returning,10,214.23,4,Home & Garden,30,0,856.92,75,6-12 months,3-5,High,Loyal Customers
2992,New,1,78.55,2,Sports,6,0,157.1,15,0-3 months,1-2,Low,Potential Loyalists
2993,Loyal,14,142.26,8,Books,15,0,1138.05,52.5,12-24 months,6-10,Medium,Champions
2994,Loyal,23,261.12,19,Clothing,7,0,4961.27,36.3,12-24 months,15+,High,Champions
2995,Returning,6,140.26,2,Books,22,0,280.53,90,3-6 months,1-2,Medium,Potential Loyalists
2996,Returning,3,159.97,5,Home & Garden,10,0,799.84,18,0-3 months,3-5,Medium,Champions
2997,Returning,3,144.95,4,Sports,11,0,579.79,22.5,0-3 months,3-5,Medium,Loyal Customers
2998,Loyal,25,206.94,12,Home & Garden,5,0,2483.31,62.5,24+ months,11-15,High,Champions
2999,Returning,12,210.74,2,Electronics,2,0,421.49,180,6-12 months,1-2,High,Potential Loyalists
3000,Returning,8,91.56,6,Home & Garden,12,0,549.34,40,6-12 months,6-10,Low,Champions
3001,Returning,10,137.65,6,Electronics,104,1,825.9,50,6-12 months,6-10,Medium,Big Spenders
3002,Loyal,30,145.36,12,Books,22,0,1744.3,75,24+ months,11-15,Medium,Champions
3003,Loyal,36,247.55,7,Electronics,11,0,1732.88,154.3,24+ months,6-10,High,Champions
3004,Returning,10,117.59,2,Home & Garden,23,0,235.18,150,6-12 months,1-2,Medium,Potential Loyalists
3005,New,2,79.86,2,Clothing,9,0,159.73,30,0-3 months,1-2,Low,Potential Loyalists
3006,Returning,6,97.27,3,Home & Garden,7,0,291.82,60,3-6 months,3-5,Low,Loyal Customers
3007,New,3,53.36,1,Sports,146,1,53.36,90,0-3 months,1-2,Low,At Risk
3008,New,1,88.71,2,Books,24,0,177.43,15,0-3 months,1-2,Low,Potential Loyalists
3009,Loyal,26,221.84,12,Sports,62,1,2662.14,65,24+ months,11-15,High,Big Spenders
3010,Loyal,28,266.63,11,Clothing,2,0,2932.97,76.4,24+ months,11-15,High,Champions
3011,Loyal,26,198.46,5,Sports,6,0,992.3,156,24+ months,3-5,Medium,Champions
3012,Loyal,30,283.99,13,Clothing,23,0,3691.87,69.2,24+ months,11-15,High,Champions
3013,Loyal,23,189.89,11,Home & Garden,66,1,2088.79,62.7,12-24 months,11-15,Medium,Big Spenders
3014,Returning,3,127.12,2,Electronics,16,0,254.24,45,0-3 months,1-2,Medium,Potential Loyalists
3015,Returning,11,87.1,4,Home & Garden,12,0,348.41,82.5,6-12 months,3-5,Low,Loyal Customers
3016,Loyal,16,296.48,11,Books,1,0,3261.28,43.6,12-24 months,11-15,High,Champions
3017,New,2,65.26,2,Clothing,23,0,130.53,30,0-3 months,1-2,Low,Potential Loyalists
3018,New,3,69.14,1,Home & Garden,143,1,69.14,90,0-3 months,1-2,Low,At Risk
3019,New,3,83.2,1,Sports,26,0,83.2,90,0-3 months,1-2,Low,Need Attention
3020,Loyal,29,301.56,16,Home & Garden,28,0,4824.99,54.4,24+ months,15+,Premium,Champions
3021,Returning,10,117.82,3,Books,12,0,353.46,100,6-12 months,3-5,Medium,Loyal Customers
3022,New,2,119.83,1,Sports,19,0,119.83,60,0-3 months,1-2,Medium,Need Attention
3023,New,3,107.96,2,Home & Garden,148,1,215.93,45,0-3 months,1-2,Medium,Need Attention
3024,Returning,9,114.43,6,Books,23,0,686.57,45,6-12 months,6-10,Medium,Champions
3025,New,3,148.12,2,Books,10,0,296.25,45,0-3 months,1-2,Medium,Potential Loyalists
3026,New,1,66.81,1,Clothing,147,1,66.81,30,0-3 months,1-2,Low,At Risk
3027,New,2,62.36,2,Home & Garden,65,1,124.72,30,0-3 months,1-2,Low,Need Attention
3028,Returning,5,107.13,3,Books,28,0,321.39,50,3-6 months,3-5,Medium,Loyal Customers
3029,Returning,3,181,5,Electronics,27,0,904.99,18,0-3 months,3-5,Medium,Champions
3030,Returning,3,220.15,2,Clothing,9,0,440.29,45,0-3 months,1-2,High,Potential Loyalists
3031,New,2,79.71,2,Home & Garden,14,0,159.43,30,0-3 months,1-2,Low,Potential Loyalists
3032,Loyal,12,139.03,8,Sports,21,0,1112.25,45,6-12 months,6-10,Medium,Champions
3033,New,2,116.17,2,Sports,12,0,232.34,30,0-3 months,1-2,Medium,Potential Loyalists
3034,Loyal,32,186.02,9,Electronics,27,0,1674.15,106.7,24+ months,6-10,Medium,Champions
3035,New,3,93.37,2,Home & Garden,14,0,186.73,45,0-3 months,1-2,Low,Potential Loyalists
3036,Returning,4,125.86,2,Books,14,0,251.73,60,3-6 months,1-2,Medium,Potential Loyalists
3037,Returning,12,121.95,5,Books,80,1,609.77,72,6-12 months,3-5,Medium,Big Spenders
3038,New,3,118.88,1,Electronics,68,1,118.88,90,0-3 months,1-2,Medium,At Risk
3039,Loyal,26,293.3,9,Electronics,13,0,2639.66,86.7,24+ months,6-10,High,Champions
3040,Returning,3,101.9,6,Electronics,15,0,611.38,15,0-3 months,6-10,Medium,Champions
3041,Loyal,21,292.13,8,Home & Garden,21,0,2337.06,78.8,12-24 months,6-10,High,Champions
3042,Loyal,35,188.77,13,Books,9,0,2454.06,80.8,24+ months,11-15,Medium,Champions
3043,Loyal,12,305.79,7,Books,21,0,2140.5,51.4,6-12 months,6-10,Premium,Champions
3044,New,1,144.92,1,Sports,5,0,144.92,30,0-3 months,1-2,Medium,Need Attention
3045,Returning,4,190.69,5,Sports,3,0,953.45,24,3-6 months,3-5,Medium,Champions
3046,New,3,112.85,1,Sports,24,0,112.85,90,0-3 months,1-2,Medium,Need Attention
3047,Returning,8,223.15,4,Clothing,18,0,892.6,60,6-12 months,3-5,High,Loyal Customers
3048,Returning,6,87.3,5,Clothing,25,0,436.49,36,3-6 months,3-5,Low,Loyal Customers
3049,New,3,74.48,1,Clothing,132,1,74.48,90,0-3 months,1-2,Low,At Risk
3050,Loyal,12,295.23,12,Home & Garden,27,0,3542.82,30,6-12 months,11-15,High,Champions
3051,New,2,77.6,2,Home & Garden,13,0,155.21,30,0-3 months,1-2,Low,Potential Loyalists
3052,Loyal,23,275.55,8,Home & Garden,23,0,2204.43,86.3,12-24 months,6-10,High,Champions
3053,Loyal,21,262.94,11,Books,5,0,2892.29,57.3,12-24 months,11-15,High,Champions
3054,New,2,92.01,2,Books,30,0,184.02,30,0-3 months,1-2,Low,Potential Loyalists
3055,Loyal,15,165.48,6,Home & Garden,18,0,992.86,75,12-24 months,6-10,Medium,Champions
3056,Loyal,28,213.97,8,Books,9,0,1711.76,105,24+ months,6-10,High,Champions
3057,Returning,7,152.12,4,Books,100,1,608.5,52.5,6-12 months,3-5,Medium,Big Spenders
3058,Returning,9,169.05,6,Home & Garden,11,0,1014.3,45,6-12 months,6-10,Medium,Champions
3059,Returning,11,101.25,2,Books,93,1,202.51,165,6-12 months,1-2,Medium,Need Attention
3060,Loyal,18,211.64,6,Books,25,0,1269.87,90,12-24 months,6-10,High,Champions
3061,Returning,4,211.49,4,Home & Garden,2,0,845.97,30,3-6 months,3-5,High,Loyal Customers
3062,New,3,123.02,2,Books,11,0,246.04,45,0-3 months,1-2,Medium,Potential Loyalists
3063,Returning,3,132.84,5,Home & Garden,4,0,664.21,18,0-3 months,3-5,Medium,Champions
3064,Loyal,26,135.25,7,Clothing,20,0,946.72,111.4,24+ months,6-10,Medium,Champions
3065,New,1,73.54,1,Home & Garden,9,0,73.54,30,0-3 months,1-2,Low,Need Attention
3066,New,3,66.3,1,Clothing,90,1,66.3,90,0-3 months,1-2,Low,At Risk
3067,New,3,69.25,2,Electronics,5,0,138.5,45,0-3 months,1-2,Low,Potential Loyalists
3068,Returning,12,178.58,5,Clothing,68,1,892.89,72,6-12 months,3-5,Medium,Big Spenders
3069,Loyal,18,298.08,17,Sports,14,0,5067.35,31.8,12-24 months,15+,High,Champions
3070,Loyal,15,165.09,7,Books,18,0,1155.64,64.3,12-24 months,6-10,Medium,Champions
3071,Returning,11,229.35,2,Sports,26,0,458.71,165,6-12 months,1-2,High,Potential Loyalists
3072,Returning,10,160.17,2,Books,16,0,320.34,150,6-12 months,1-2,Medium,Potential Loyalists
3073,New,1,67.51,2,Clothing,146,1,135.01,15,0-3 months,1-2,Low,Need Attention
3074,Loyal,27,170.17,12,Home & Garden,15,0,2042.08,67.5,24+ months,11-15,Medium,Champions
3075,Loyal,17,139.04,12,Electronics,15,0,1668.44,42.5,12-24 months,11-15,Medium,Champions
3076,Loyal,20,128.27,17,Sports,7,0,2180.59,35.3,12-24 months,15+,Medium,Champions
3077,New,2,92.27,2,Sports,66,1,184.54,30,0-3 months,1-2,Low,Need Attention
3078,Loyal,25,234.51,15,Books,11,0,3517.72,50,24+ months,11-15,High,Champions
3079,New,1,132.43,2,Clothing,96,1,264.86,15,0-3 months,1-2,Medium,Need Attention
3080,New,3,101.12,2,Clothing,110,1,202.24,45,0-3 months,1-2,Medium,Need Attention
3081,Returning,11,224.99,6,Sports,5,0,1349.97,55,6-12 months,6-10,High,Champions
3082,Returning,5,158.59,2,Books,16,0,317.17,75,3-6 months,1-2,Medium,Potential Loyalists
3083,Returning,7,157.46,2,Books,30,0,314.91,105,6-12 months,1-2,Medium,Potential Loyalists
3084,Loyal,36,175.47,18,Clothing,26,0,3158.49,60,24+ months,15+,Medium,Champions
3085,New,1,64.02,1,Sports,107,1,64.02,30,0-3 months,1-2,Low,At Risk
3086,Returning,12,145.73,2,Sports,9,0,291.46,180,6-12 months,1-2,Medium,Potential Loyalists
3087,Returning,3,155.71,6,Home & Garden,15,0,934.27,15,0-3 months,6-10,Medium,Champions
3088,Returning,10,180.97,2,Electronics,14,0,361.94,150,6-12 months,1-2,Medium,Potential Loyalists
3089,New,1,77.67,2,Electronics,108,1,155.34,15,0-3 months,1-2,Low,Need Attention
3090,Returning,3,177.32,5,Books,2,0,886.61,18,0-3 months,3-5,Medium,Champions
3091,Returning,7,98.41,6,Electronics,10,0,590.48,35,6-12 months,6-10,Low,Champions
3092,Returning,9,84.78,5,Electronics,122,1,423.91,54,6-12 months,3-5,Low,Need Attention
3093,New,1,120.95,2,Books,16,0,241.91,15,0-3 months,1-2,Medium,Potential Loyalists
3094,New,3,98.9,2,Clothing,3,0,197.81,45,0-3 months,1-2,Low,Potential Loyalists
3095,Loyal,32,260.74,12,Electronics,23,0,3128.93,80,24+ months,11-15,High,Champions
3096,Returning,11,183.04,3,Books,27,0,549.12,110,6-12 months,3-5,Medium,Loyal Customers
3097,Returning,7,195.8,4,Electronics,130,1,783.19,52.5,6-12 months,3-5,Medium,Big Spenders
3098,Loyal,35,178.44,7,Sports,23,0,1249.11,150,24+ months,6-10,Medium,Champions
3099,Returning,9,167.15,6,Home & Garden,76,1,1002.89,45,6-12 months,6-10,Medium,Big Spenders
3100,Loyal,33,314.32,5,Sports,12,0,1571.6,198,24+ months,3-5,Premium,Champions
3101,New,3,129.74,2,Sports,120,1,259.48,45,0-3 months,1-2,Medium,Need Attention
3102,New,1,89.17,2,Clothing,12,0,178.34,15,0-3 months,1-2,Low,Potential Loyalists
3103,Loyal,16,137.58,13,Books,27,0,1788.48,36.9,12-24 months,11-15,Medium,Champions
3104,New,3,71.92,1,Home & Garden,15,0,71.92,90,0-3 months,1-2,Low,Need Attention
3105,New,3,61.91,2,Sports,16,0,123.82,45,0-3 months,1-2,Low,Potential Loyalists
3106,Returning,7,98.12,2,Home & Garden,10,0,196.25,105,6-12 months,1-2,Low,Potential Loyalists
3107,Returning,10,163.66,5,Electronics,81,1,818.3,60,6-12 months,3-5,Medium,Big Spenders
3108,Loyal,22,272.63,10,Books,18,0,2726.32,66,12-24 months,6-10,High,Champions
3109,Returning,8,90.57,3,Electronics,21,0,271.7,80,6-12 months,3-5,Low,Loyal Customers
3110,Returning,8,201.94,2,Books,27,0,403.87,120,6-12 months,1-2,High,Potential Loyalists
3111,Returning,11,128.58,5,Electronics,17,0,642.91,66,6-12 months,3-5,Medium,Champions
3112,New,2,143.67,2,Home & Garden,146,1,287.34,30,0-3 months,1-2,Medium,Need Attention
3113,New,1,148.47,1,Clothing,14,0,148.47,30,0-3 months,1-2,Medium,Need Attention
3114,Returning,4,200.19,6,Books,13,0,1201.15,20,3-6 months,6-10,High,Champions
3115,New,2,121.97,2,Sports,5,0,243.93,30,0-3 months,1-2,Medium,Potential Loyalists
3116,Returning,12,90.99,4,Books,146,1,363.95,90,6-12 months,3-5,Low,Need Attention
3117,Returning,7,109.3,2,Sports,7,0,218.6,105,6-12 months,1-2,Medium,Potential Loyalists
3118,New,2,91.93,2,Clothing,81,1,183.86,30,0-3 months,1-2,Low,Need Attention
3119,Returning,7,91.76,4,Sports,93,1,367.05,52.5,6-12 months,3-5,Low,Need Attention
3120,Returning,9,155.91,2,Clothing,144,1,311.82,135,6-12 months,1-2,Medium,Need Attention
3121,Returning,6,85.33,6,Home & Garden,8,0,512.01,30,3-6 months,6-10,Low,Champions
3122,Loyal,34,120.05,12,Clothing,21,0,1440.6,85,24+ months,11-15,Medium,Champions
3123,Returning,10,190.02,2,Home & Garden,17,0,380.04,150,6-12 months,1-2,Medium,Potential Loyalists
3124,New,1,106.85,2,Books,6,0,213.7,15,0-3 months,1-2,Medium,Potential Loyalists
3125,Loyal,18,287.75,11,Clothing,28,0,3165.25,49.1,12-24 months,11-15,High,Champions
3126,Loyal,29,295.5,19,Books,4,0,5614.55,45.8,24+ months,15+,High,Champions
3127,Returning,9,82.72,5,Sports,2,0,413.59,54,6-12 months,3-5,Low,Loyal Customers
3128,Loyal,26,238.78,9,Home & Garden,3,0,2149.06,86.7,24+ months,6-10,High,Champions
3129,Returning,9,220.74,5,Books,17,0,1103.68,54,6-12 months,3-5,High,Champions
3130,New,1,88.44,2,Sports,133,1,176.88,15,0-3 months,1-2,Low,Need Attention
3131,Returning,10,119.86,2,Home & Garden,5,0,239.73,150,6-12 months,1-2,Medium,Potential Loyalists
3132,New,2,141.56,1,Books,146,1,141.56,60,0-3 months,1-2,Medium,At Risk
3133,Returning,10,180.1,3,Sports,105,1,540.31,100,6-12 months,3-5,Medium,Big Spenders
3134,New,3,135.43,2,Clothing,5,0,270.85,45,0-3 months,1-2,Medium,Potential Loyalists
3135,New,1,130.97,1,Home & Garden,8,0,130.97,30,0-3 months,1-2,Medium,Need Attention
3136,Returning,4,210.05,6,Books,69,1,1260.27,20,3-6 months,6-10,High,Big Spenders
3137,Loyal,35,191.89,9,Electronics,65,1,1726.98,116.7,24+ months,6-10,Medium,Big Spenders
3138,New,3,112.04,2,Clothing,14,0,224.08,45,0-3 months,1-2,Medium,Potential Loyalists
3139,New,2,148.32,1,Home & Garden,19,0,148.32,60,0-3 months,1-2,Medium,Need Attention
3140,Returning,11,197.19,5,Sports,27,0,985.95,66,6-12 months,3-5,Medium,Champions
3141,New,2,84.78,1,Sports,113,1,84.78,60,0-3 months,1-2,Low,At Risk
3142,Returning,9,82.43,6,Electronics,2,0,494.58,45,6-12 months,6-10,Low,Loyal Customers
3143,New,3,61.98,1,Home & Garden,117,1,61.98,90,0-3 months,1-2,Low,At Risk
3144,Loyal,12,318.37,13,Books,19,0,4138.85,27.7,6-12 months,11-15,Premium,Champions
3145,Returning,11,224.87,3,Books,13,0,674.61,110,6-12 months,3-5,High,Loyal Customers
3146,Returning,8,136.24,4,Electronics,9,0,544.96,60,6-12 months,3-5,Medium,Loyal Customers
3147,Returning,7,162.89,6,Electronics,114,1,977.33,35,6-12 months,6-10,Medium,Big Spenders
3148,Loyal,34,286.42,12,Clothing,21,0,3437.02,85,24+ months,11-15,High,Champions
3149,Loyal,18,229.36,16,Home & Garden,26,0,3669.68,33.8,12-24 months,15+,High,Champions
3150,Loyal,31,126,5,Books,103,1,629.98,186,24+ months,3-5,Medium,Big Spenders
3151,Returning,11,172.26,5,Books,26,0,861.28,66,6-12 months,3-5,Medium,Champions
3152,Returning,11,175.29,6,Sports,11,0,1051.75,55,6-12 months,6-10,Medium,Champions
3153,Loyal,13,204.81,8,Sports,9,0,1638.46,48.8,12-24 months,6-10,High,Champions
3154,Returning,10,127.2,5,Sports,147,1,635.99,60,6-12 months,3-5,Medium,Big Spenders
3155,New,2,114.04,1,Clothing,23,0,114.04,60,0-3 months,1-2,Medium,Need Attention
3156,Returning,5,190.21,3,Clothing,30,0,570.64,50,3-6 months,3-5,Medium,Loyal Customers
3157,Loyal,27,306.19,17,Clothing,30,0,5205.17,47.6,24+ months,15+,Premium,Champions
3158,Loyal,33,232.46,5,Home & Garden,3,0,1162.29,198,24+ months,3-5,High,Champions
3159,Returning,6,224.32,3,Home & Garden,19,0,672.97,60,3-6 months,3-5,High,Loyal Customers
3160,New,1,96.39,2,Home & Garden,28,0,192.78,15,0-3 months,1-2,Low,Potential Loyalists
3161,Returning,5,140.12,6,Books,10,0,840.71,25,3-6 months,6-10,Medium,Champions
3162,Loyal,20,141.24,6,Books,5,0,847.46,100,12-24 months,6-10,Medium,Champions
3163,Returning,12,217.02,5,Home & Garden,130,1,1085.12,72,6-12 months,3-5,High,Big Spenders
3164,New,2,65.6,2,Books,15,0,131.19,30,0-3 months,1-2,Low,Potential Loyalists
3165,Returning,5,105.04,6,Books,19,0,630.25,25,3-6 months,6-10,Medium,Champions
3166,Returning,8,121.97,4,Home & Garden,109,1,487.87,60,6-12 months,3-5,Medium,Need Attention
3167,New,3,132.78,2,Books,17,0,265.56,45,0-3 months,1-2,Medium,Potential Loyalists
3168,Returning,3,101.65,5,Books,1,0,508.25,18,0-3 months,3-5,Medium,Champions
3169,Loyal,12,232.54,6,Home & Garden,7,0,1395.27,60,6-12 months,6-10,High,Champions
3170,New,3,91.63,1,Books,109,1,91.63,90,0-3 months,1-2,Low,At Risk
3171,Returning,11,85.76,3,Home & Garden,87,1,257.28,110,6-12 months,3-5,Low,Need Attention
3172,Returning,7,194.35,5,Clothing,135,1,971.75,42,6-12 months,3-5,Medium,Big Spenders
3173,New,3,142.15,2,Home & Garden,14,0,284.29,45,0-3 months,1-2,Medium,Potential Loyalists
3174,Returning,8,207.37,6,Clothing,16,0,1244.21,40,6-12 months,6-10,High,Champions
3175,Returning,10,211.79,3,Electronics,91,1,635.38,100,6-12 months,3-5,High,Big Spenders
3176,Returning,11,131.5,3,Clothing,9,0,394.49,110,6-12 months,3-5,Medium,Loyal Customers
